Date,Open,High,Low,Close,Adj Close,Volume
2020-05-22,198.029999,207.220001,196.029999,206.160004,206.160004,642100
2020-05-26,210.570007,214.399994,205.669998,209.080002,209.080002,855400
2020-05-27,210.000000,210.000000,200.460007,207.759995,207.759995,425600
2020-05-28,207.880005,218.979996,207.160004,217.360001,217.360001,802800
2020-05-29,218.529999,224.179993,214.389999,223.899994,223.899994,972200
2020-06-01,222.110001,226.850006,220.830002,226.139999,226.139999,356800
2020-06-02,226.619995,231.419998,222.850006,230.660004,230.660004,509400
2020-06-03,233.789993,242.669998,230.660004,238.039993,238.039993,729400
2020-06-04,235.449997,238.940002,234.039993,236.020004,236.020004,495400
2020-06-05,237.229996,251.869995,236.100006,249.809998,249.809998,600300
2020-06-08,250.000000,257.929993,246.910004,253.300003,253.300003,734200
2020-06-09,253.179993,253.179993,243.179993,245.619995,245.619995,464400
2020-06-10,246.410004,252.979996,244.589996,250.850006,250.850006,409000
2020-06-11,246.429993,246.429993,234.000000,235.600006,235.600006,577500
2020-06-12,239.770004,247.740005,235.119995,241.679993,241.679993,404000
2020-06-15,239.960007,246.940002,236.350006,246.330002,246.330002,402000
2020-06-16,252.490005,252.490005,246.300003,249.139999,249.139999,419000
2020-06-17,252.039993,256.000000,249.149994,254.729996,254.729996,381600
2020-06-18,254.000000,255.339996,250.039993,253.360001,253.360001,324000
2020-06-19,254.220001,260.450012,250.899994,257.089996,257.089996,766400
2020-06-22,258.880005,259.250000,253.619995,254.660004,254.660004,392000
2020-06-23,254.669998,258.820007,252.130005,252.580002,252.580002,420800
2020-06-24,252.149994,253.419998,239.479996,241.660004,241.660004,498200
2020-06-25,240.000000,242.470001,235.990005,241.750000,241.750000,420000
2020-06-26,243.339996,243.339996,237.600006,239.270004,239.270004,477400
2020-06-29,240.759995,241.619995,234.389999,240.220001,240.220001,335400
2020-06-30,240.080002,242.559998,237.179993,241.559998,241.559998,362400
2020-07-01,242.960007,257.489990,242.679993,255.220001,255.220001,655600
2020-07-02,256.109985,266.350006,255.429993,263.839996,263.839996,518800
2020-07-06,267.570007,272.559998,263.809998,266.209991,266.209991,517000
2020-07-07,266.070007,271.109985,261.730011,264.589996,264.589996,402300
2020-07-08,265.369995,268.200012,262.799988,265.640015,265.640015,273000
2020-07-09,267.299988,268.720001,261.010010,265.679993,265.679993,257200
2020-07-10,265.450012,266.299988,261.470001,264.510010,264.510010,152300
2020-07-13,267.959991,274.200012,262.739990,264.549988,264.549988,527500
2020-07-14,262.970001,264.559998,251.860001,264.410004,264.410004,356100
2020-07-15,269.690002,277.279999,262.820007,276.640015,276.640015,379900
2020-07-16,273.549988,276.799988,271.220001,273.040009,273.040009,176800
2020-07-17,273.859985,284.730011,272.239990,284.549988,284.549988,459800
2020-07-20,285.000000,292.279999,283.140015,290.790009,290.790009,490200
2020-07-21,294.489990,300.019989,290.929993,298.570007,298.570007,601500
2020-07-22,298.779999,300.779999,293.579987,297.269989,297.269989,372500
2020-07-23,299.529999,301.109985,293.260010,294.570007,294.570007,209900
2020-07-24,293.200012,294.869995,286.850006,292.940002,292.940002,184100
2020-07-27,293.000000,300.369995,290.049988,298.609985,298.609985,261300
2020-07-28,299.459991,299.559998,294.140015,294.890015,294.890015,250200
2020-07-29,294.910004,301.480011,294.910004,299.100006,299.100006,299300
2020-07-30,298.410004,300.940002,292.290009,298.910004,298.910004,277300
2020-07-31,300.200012,302.970001,294.220001,299.940002,299.940002,282300
2020-08-03,300.500000,309.170013,298.299988,308.350006,308.350006,372600
2020-08-04,308.929993,310.970001,302.829987,305.350006,305.350006,372300
2020-08-05,305.359985,319.190002,303.109985,317.000000,317.000000,466700
2020-08-06,317.040009,318.459991,308.480011,314.980011,314.980011,442400
2020-08-07,310.480011,316.880005,307.440002,310.820007,310.820007,445400
2020-08-10,306.959991,308.619995,298.709991,300.019989,300.019989,371900
2020-08-11,300.010010,302.049988,294.089996,294.869995,294.869995,429100
2020-08-12,294.850006,307.239990,294.850006,302.339996,302.339996,248800
2020-08-13,304.290009,310.230011,304.059998,308.369995,308.369995,185400
2020-08-14,307.480011,310.619995,303.670013,307.350006,307.350006,263600
2020-08-17,307.760010,313.799988,305.679993,309.549988,309.549988,189100
2020-08-18,311.989990,314.559998,306.500000,313.200012,313.200012,207500
2020-08-19,312.380005,317.690002,311.489990,314.350006,314.350006,231100
2020-08-20,311.160004,315.000000,309.040009,310.010010,310.010010,214600
2020-08-21,310.000000,310.500000,304.450012,307.570007,307.570007,254000
2020-08-24,308.989990,313.100006,303.149994,304.950012,304.950012,287200
2020-08-25,304.529999,318.959991,303.769989,311.119995,311.119995,253600
2020-08-26,308.519989,309.179993,302.369995,306.140015,306.140015,240700
2020-08-27,309.380005,314.089996,304.880005,311.100006,311.100006,207400
2020-08-28,308.769989,312.279999,301.359985,303.040009,303.040009,278700
2020-08-31,303.049988,310.410004,301.510010,307.619995,307.619995,320600
2020-09-01,307.720001,310.250000,303.500000,307.329987,307.329987,320300
2020-09-02,307.339996,315.350006,301.049988,312.730011,312.730011,395500
2020-09-03,311.510010,312.000000,291.209991,294.010010,294.010010,381900
2020-09-04,295.260010,295.260010,271.059998,275.890015,275.890015,511900
2020-09-08,269.790009,275.290009,261.790009,268.190002,268.190002,392800
2020-09-09,273.369995,279.690002,272.959991,277.929993,277.929993,390400
2020-09-10,279.000000,282.829987,271.160004,272.019989,272.019989,210500
2020-09-11,274.760010,276.500000,266.709991,269.769989,269.769989,356700
2020-09-14,272.750000,280.609985,272.380005,275.700012,275.700012,307100
2020-09-15,277.920013,283.500000,276.329987,279.160004,279.160004,220100
2020-09-16,277.149994,282.609985,270.079987,274.410004,274.410004,341400
2020-09-17,272.750000,277.049988,268.100006,276.140015,276.140015,329800
2020-09-18,275.230011,275.940002,260.950012,265.070007,265.070007,539100
2020-09-21,260.260010,266.269989,256.170013,265.859985,265.859985,334800
2020-09-22,266.989990,269.399994,261.230011,268.989990,268.989990,196800
2020-09-23,266.549988,268.440002,259.399994,260.109985,260.109985,318100
2020-09-24,261.040009,265.570007,256.510010,262.470001,262.470001,307100
2020-09-25,261.369995,268.510010,259.470001,266.440002,266.440002,224300
2020-09-28,269.980011,275.320007,268.480011,273.549988,273.549988,297200
2020-09-29,271.309998,279.440002,271.309998,272.459991,272.459991,186200
2020-09-30,275.119995,280.880005,272.220001,277.059998,277.059998,339800
2020-10-01,277.140015,280.730011,258.290009,260.450012,260.450012,971100
2020-10-02,256.480011,265.410004,255.410004,261.989990,261.989990,432300
2020-10-05,263.910004,270.690002,263.010010,270.690002,270.690002,312900
2020-10-06,268.690002,271.170013,263.570007,264.820007,264.820007,357700
2020-10-07,268.220001,272.799988,267.829987,268.540009,268.540009,199900
2020-10-08,271.000000,272.929993,267.130005,271.200012,271.200012,225600
2020-10-09,273.299988,276.239990,271.559998,273.559998,273.559998,150300
2020-10-12,274.799988,279.380005,272.649994,277.850006,277.850006,243600
2020-10-13,278.230011,280.950012,274.959991,276.950012,276.950012,191700
2020-10-14,280.000000,287.510010,278.630005,280.839996,280.839996,241500
2020-10-15,275.089996,285.920013,270.029999,283.570007,283.570007,264000
2020-10-16,283.579987,289.309998,279.970001,286.480011,286.480011,262600
2020-10-19,287.579987,291.329987,280.309998,281.470001,281.470001,227800
2020-10-20,283.350006,285.250000,277.000000,277.529999,277.529999,141600
2020-10-21,277.779999,280.350006,269.940002,272.600006,272.600006,245300
2020-10-22,273.049988,278.670013,270.619995,278.500000,278.500000,292200
2020-10-23,277.589996,281.989990,276.369995,281.420013,281.420013,202800
2020-10-26,279.220001,288.579987,277.950012,288.320007,288.320007,291400
2020-10-27,287.910004,293.470001,285.350006,290.510010,290.510010,354300
2020-10-28,286.869995,290.670013,279.839996,283.000000,283.000000,448500
2020-10-29,268.000000,270.000000,254.279999,254.610001,254.610001,835800
2020-10-30,253.649994,258.179993,242.729996,251.880005,251.880005,426400
2020-11-02,253.419998,259.750000,250.729996,254.850006,254.850006,443800
2020-11-03,259.399994,261.869995,253.589996,260.799988,260.799988,345800
2020-11-04,267.070007,272.000000,262.779999,266.440002,266.440002,335600
2020-11-05,271.519989,275.859985,267.880005,272.399994,272.399994,241600
2020-11-06,273.209991,274.679993,264.980011,272.209991,272.209991,205000
2020-11-09,282.130005,292.230011,277.220001,279.609985,279.609985,426400
2020-11-10,277.910004,279.540009,262.309998,268.839996,268.839996,320700
2020-11-11,272.079987,273.149994,268.119995,269.279999,269.279999,201100
2020-11-12,269.799988,274.000000,266.959991,268.290009,268.290009,178800
2020-11-13,271.119995,273.679993,270.000000,272.100006,272.100006,135600
2020-11-16,273.820007,275.109985,269.290009,272.750000,272.750000,237700
2020-11-17,269.529999,273.029999,267.809998,269.929993,269.929993,137100
2020-11-18,268.339996,269.559998,263.179993,266.209991,266.209991,164900
2020-11-19,265.660004,272.299988,262.519989,270.609985,270.609985,194700
2020-11-20,270.549988,272.660004,267.799988,268.209991,268.209991,167500
2020-11-23,268.100006,271.679993,265.350006,266.429993,266.429993,240300
2020-11-24,266.440002,267.660004,260.500000,265.670013,265.670013,206700
2020-11-25,265.679993,266.019989,261.579987,263.820007,263.820007,171700
2020-11-27,264.000000,272.000000,261.000000,271.899994,271.899994,150300
2020-11-30,273.720001,274.910004,269.010010,274.100006,274.100006,395400
2020-12-01,272.109985,274.980011,264.000000,268.209991,268.209991,241700
2020-12-02,268.220001,268.220001,263.760010,265.250000,265.250000,169000
2020-12-03,263.790009,267.779999,262.790009,266.839996,266.839996,136800
2020-12-04,265.769989,277.329987,265.700012,272.609985,272.609985,232500
2020-12-07,271.709991,273.399994,268.529999,271.880005,271.880005,196900
2020-12-08,272.000000,275.470001,270.079987,273.640015,273.640015,198800
2020-12-09,272.540009,272.540009,261.230011,266.149994,266.149994,272300
2020-12-10,265.679993,268.850006,261.869995,267.929993,267.929993,221200
2020-12-11,266.200012,267.309998,254.410004,258.450012,258.450012,383100
2020-12-14,260.070007,270.200012,259.540009,267.619995,267.619995,303700
2020-12-15,266.559998,277.450012,262.910004,275.359985,275.359985,259000
2020-12-16,274.149994,282.000000,273.500000,274.140015,274.140015,303000
2020-12-17,275.859985,282.309998,272.429993,281.989990,281.989990,268500
2020-12-18,283.119995,294.480011,276.940002,293.390015,293.390015,896300
2020-12-21,292.760010,296.600006,283.730011,295.809998,295.809998,443200
2020-12-22,295.839996,304.359985,292.529999,302.329987,302.329987,275000
2020-12-23,304.339996,309.130005,300.809998,304.049988,304.049988,187600
2020-12-24,304.450012,306.079987,300.579987,303.410004,303.410004,65700
2020-12-28,307.339996,312.980011,306.160004,312.910004,312.910004,274800
2020-12-29,314.250000,327.910004,314.000000,320.929993,320.929993,390800
2020-12-30,324.589996,328.829987,318.230011,323.920013,323.920013,278800
2020-12-31,324.380005,325.269989,318.570007,324.200012,324.200012,229000
2021-01-04,324.570007,329.320007,308.950012,316.730011,316.730011,364500
2021-01-05,316.790009,326.290009,316.730011,322.600006,322.600006,263000
2021-01-06,315.869995,324.660004,315.720001,321.609985,321.609985,301500
2021-01-07,321.619995,327.649994,318.160004,323.559998,323.559998,330200
2021-01-08,325.040009,330.799988,320.459991,324.059998,324.059998,292700
2021-01-11,320.529999,326.149994,320.000000,324.589996,324.589996,314500
2021-01-12,323.230011,328.589996,322.059998,324.670013,324.670013,339500
2021-01-13,323.529999,327.350006,321.929993,323.709991,323.709991,311000
2021-01-14,322.769989,326.179993,316.829987,318.309998,318.309998,388600
2021-01-15,316.269989,333.660004,316.269989,329.690002,329.690002,381500
2021-01-19,332.630005,338.989990,325.989990,336.299988,336.299988,268000
2021-01-20,339.119995,353.489990,337.839996,347.869995,347.869995,595200
2021-01-21,350.410004,352.279999,341.769989,348.559998,348.559998,298800
2021-01-22,347.910004,349.399994,345.019989,347.899994,347.899994,174400
2021-01-25,348.980011,352.700012,345.339996,348.320007,348.320007,397000
2021-01-26,349.690002,350.000000,339.470001,340.890015,340.890015,455700
2021-01-27,334.380005,342.690002,327.130005,328.600006,328.600006,581900
2021-01-28,340.000000,387.399994,334.369995,355.130005,355.130005,973900
2021-01-29,348.399994,354.690002,337.929993,348.250000,348.250000,423300
2021-02-01,345.640015,353.079987,341.670013,341.859985,341.859985,304600
2021-02-02,346.130005,351.450012,339.660004,347.839996,347.839996,297200
2021-02-03,327.920013,335.970001,321.010010,326.230011,326.230011,792300
2021-02-04,327.730011,332.890015,323.070007,324.779999,324.779999,411300
2021-02-05,326.850006,331.299988,323.850006,327.850006,327.850006,255400
2021-02-08,330.399994,331.559998,323.589996,325.859985,325.859985,211900
2021-02-09,326.600006,327.910004,321.839996,324.480011,324.480011,212600
2021-02-10,326.290009,327.309998,321.670013,324.510010,324.510010,277800
2021-02-11,324.739990,327.429993,319.489990,322.929993,322.929993,273100
2021-02-12,324.540009,328.980011,321.899994,328.359985,328.359985,224100
2021-02-16,330.670013,334.489990,319.220001,322.779999,322.779999,413200
2021-02-17,314.010010,321.739990,314.000000,316.299988,316.299988,349300
2021-02-18,312.140015,326.000000,311.890015,322.079987,322.079987,493300
2021-02-19,320.880005,333.619995,317.010010,331.970001,331.970001,360300
2021-02-22,330.390015,332.839996,321.920013,322.750000,322.750000,324000
2021-02-23,319.540009,323.010010,310.500000,321.690002,321.690002,335100
2021-02-24,320.399994,327.730011,316.750000,323.779999,323.779999,224500
2021-02-25,324.019989,326.929993,317.589996,320.470001,320.470001,302300
2021-02-26,322.010010,327.820007,314.429993,324.549988,324.549988,430000
2021-03-01,329.589996,330.980011,322.940002,324.260010,324.260010,196900
2021-03-02,325.559998,327.779999,318.459991,325.309998,325.309998,204400
2021-03-03,323.140015,325.260010,306.700012,307.600006,307.600006,297100
2021-03-04,306.290009,311.649994,289.519989,295.630005,295.630005,331700
2021-03-05,296.500000,302.570007,281.000000,301.220001,301.220001,411900
2021-03-08,296.450012,305.420013,285.329987,285.920013,285.920013,320300
2021-03-09,291.480011,307.000000,290.829987,296.799988,296.799988,326000
2021-03-10,297.559998,305.510010,295.570007,296.279999,296.279999,256400
2021-03-11,300.910004,306.140015,298.040009,304.369995,304.369995,243200
2021-03-12,300.339996,304.760010,297.250000,303.549988,303.549988,237900
2021-03-15,300.850006,308.559998,299.600006,307.179993,307.179993,206500
2021-03-16,309.029999,315.339996,305.959991,308.690002,308.690002,494200
2021-03-17,305.760010,308.910004,300.480011,304.660004,304.660004,354200
